Beer Name (Full),Name,Brewery,Style_Main,Style_Sub,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Bent River Brewing Company Jalapeño Pepper Ale,Jalapeño Pepper Ale,Bent River Brewing Company,Chile Beer,None,4.81,0,0,4,11,24,9,7,4,0,3,11,90,24,3.214286,3.357143,3.142857,3.142857,2.642857,7
Horseheads Brewing Inc. Hot-Jala-Heim,Hot-Jala-Heim,Horseheads Brewing Inc.,Chile Beer,None,7.2,0,0,6,40,28,10,33,14,0,13,11,153,42,3.884615,3.602564,3.705128,3.871795,3.666667,39
Sierra Blanca Brewing Company (Rio Grande) Rio Grande Pancho Verde Chile Cerveza,Rio Grande Pancho Verde Chile CervezaSierra Blanca Brewing Company (Rio Grande),Sierra Blanca Brewing Company (Rio Grande),Chile Beer,None,4.67,0,0,18,21,24,11,22,9,1,7,10,132,31,3.326923,3.038462,2.942308,3.211538,3.019231,26
Wynkoop Brewing Company Patty's Chile Beer,Patty's Chile Beer,Wynkoop Brewing Company,Chile Beer,None,4.2,0,0,13,33,24,9,16,5,1,5,9,136,30,3.611111,3.555556,3.333333,3.472222,3.333333,18
Asheville Brewing Company Fire Escape,Fire Escape,Asheville Brewing Company,Chile Beer,None,5.5,0,0,13,11,17,9,16,9,5,9,16,50,26,4.5,4.0,4.0,4.333333,4.333333,3
Twisted X Brewing Company Fuego,Fuego,Twisted X Brewing Company,Chile Beer,None,6.5,0,0,12,16,15,18,16,10,0,4,17,46,15,3.5,4.0,3.75,3.75,3.5,2
Throwback Brewery Throwback Spicy Bohemian,Spicy Bohemian,Throwback Brewery,Chile Beer,None,4.8,0,0,14,10,10,7,6,3,1,0,6,52,17,4.0,4.0,4.0,4.0,4.0,1
Six Rivers Brewery Chili Pepper Ale,Chili Pepper Ale,Six Rivers Brewery,Chile Beer,None,6.0,0,0,10,22,32,13,12,25,0,20,4,169,30,3.205882,3.529412,2.794118,2.882353,2.882353,17
Weston Brewing Company & O'Malley's Pub Li'L Lucy's Hot Pepper Ale,Li'L Lucy's Hot Pepper Ale,Weston Brewing Company & O'Malley's Pub,Chile Beer,None,5.25,0,0,17,36,33,14,18,9,1,9,9,158,31,3.535714,3.142857,3.392857,3.678571,3.107143,14
Midtfyns Bryghus Midtfyns Chili Tripel,Chili Tripel,Midtfyns Bryghus,Chile Beer,None,9.2,0,0,8,35,33,7,57,28,0,34,12,87,41,3.571429,3.857143,3.714286,3.5,3.357143,7
Tommyknocker Brewery Chili Lager,Green Chile Lager,Tommyknocker Brewery,Chile Beer,None,5.3,0,0,8,27,25,19,7,1,6,3,31,118,38,3.0,3.0,3.0,3.5,3.5,1
Valkyrie Brewing Hot Chocolate,Hot Chocolate,Valkyrie Brewing,Chile Beer,None,5.25,0,0,3,91,16,29,59,2,0,2,10,88,95,3.294872,3.012821,2.974359,3.025641,2.74359,39
Coopersmith's Pub & Brewing Sigda's Green Chili,Sigda's Green Chili,Coopersmith's Pub & Brewing,Chile Beer,None,5.4,0,0,8,15,10,2,8,4,1,4,6,76,7,3.6,3.3,3.2,3.3,2.9,15
Fitger's Brewhouse Wildfire Lager,Wildfire Lager,Fitger's Brewhouse,Chile Beer,None,5.25,0,0,1,8,12,7,3,4,0,3,1,42,7,3.875,3.75,3.75,3.375,3.0,4
Great Dane Pub & Brewing Company (Downtown) Tri-Pepper Pilsener,Tri-Pepper PilsenerGreat Dane Pub & Brewing Company (Downtown),Great Dane Pub & Brewing Company (Downtown),Chile Beer,None,5.25,0,0,20,23,12,19,3,2,5,2,18,118,31,4.115385,4.076923,4.230769,4.153846,4.0,13
Microbrasserie du Lièvre El Lapino,El Lapino,Microbrasserie du Lièvre,Chile Beer,None,5.4,0,0,1,8,10,10,9,4,0,6,3,96,12,1.772727,1.636364,1.409091,1.318182,1.136364,11
Dragonmead Microbrewery Dragonmead Ring Of Fire,Ring Of Fire,Dragonmead Microbrewery,Chile Beer,None,7.0,0,0,3,20,9,15,16,4,0,5,10,50,11,3.4375,3.5625,3.4375,3.75,3.0625,8
Flat Branch Pub & Brewery Green Chili Beer,Green Chili Beer,Flat Branch Pub & Brewery,Chile Beer,None,5.25,0,0,8,16,10,4,4,4,0,3,3,63,7,3.166667,3.041667,3.083333,2.916667,2.75,12
Calapooia Brewing Company Chili Beer,Chili Beer,Calapooia Brewing Company,Chile Beer,None,4.8,0,0,2,9,12,5,0,1,1,1,5,27,8,4.166667,3.666667,4.0,4.333333,4.166667,3
New Glarus Brewing Company Spotted Cow,Spotted Cow,New Glarus Brewing Company,Cream Ale,None,4.8,10,22,13,51,7,9,27,29,0,27,21,7,37,3.379195,3.552013,3.660235,3.57047,3.894295,596
Anderson Valley Brewing Company Summer Solstice Cerveza Crema,Summer Solstice,Anderson Valley Brewing Company,Cream Ale,None,5.0,10,22,15,70,7,25,70,19,1,22,37,22,91,3.529167,3.670833,3.790278,3.713889,3.770833,360
Genesee Brewing Co. / Dundee Brewing Co. Genesee Cream Ale,Genesee Cream Ale,Genesee Brewing Co. / Dundee Brewing Co.,Cream Ale,None,5.1,10,22,14,63,4,17,32,19,0,11,20,3,31,2.793578,3.082569,3.181193,3.067661,3.350917,436
Greene King / Morland Brewery Wexford Irish Cream Ale,Wexford Irish Cream Ale,Greene King / Morland Brewery,Cream Ale,None,5.0,10,22,9,103,9,21,64,28,4,31,50,10,107,3.234328,3.991045,3.561194,3.259701,3.528358,335
Sun King Brewing Company Sunlight Cream Ale,Sunlight Cream Ale,Sun King Brewing Company,Cream Ale,None,5.3,10,22,18,48,6,22,31,17,0,16,35,2,69,3.372727,3.718182,3.763636,3.672727,3.809091,55
Terrapin Beer Company Terrapin Golden Ale,Golden Ale,Terrapin Beer Company,Cream Ale,None,5.0,10,22,32,48,7,35,39,33,11,30,51,0,64,3.183938,3.38342,3.489637,3.34456,3.707254,193
Hudepohl-Schoenling Brewing Co. Little Kings Cream Ale,Little Kings Cream Ale,Hudepohl-Schoenling Brewing Co.,Cream Ale,None,5.5,10,22,19,40,4,11,17,14,0,6,13,3,18,2.730496,2.960993,3.159574,2.992908,3.170213,141
Foothills Brewing Company Carolina Blonde,Carolina Blonde,Foothills Brewing Company,Cream Ale,None,4.3,10,22,30,50,6,32,15,17,0,13,41,2,50,3.5,4.0,3.5,3.5,3.5,2
Pelican Pub & Brewery Kiwanda Cream Ale,Kiwanda Cream Ale,Pelican Pub & Brewery,Cream Ale,None,5.4,10,22,25,68,6,26,32,22,1,15,40,5,65,3.589744,3.820513,3.717949,3.807692,4.064103,39
Erie Brewing Co. Derailed Black Cherry Ale,Derailed Black Cherry Cream Ale,Erie Brewing Co.,Cream Ale,None,5.0,10,22,20,55,9,5,71,88,3,103,25,5,58,3.385714,3.428571,3.285714,3.214286,3.385714,35
Muskoka Brewery Dry Hopped Cream Ale,Cream Ale,Muskoka Brewery,Cream Ale,None,5.0,10,22,26,75,6,51,38,31,1,34,70,4,72,3.5,3.75,3.75,3.5,3.75,2
Alltech’s Lexington Brewing and Distilling Co. Kentucky Cream Ale,Kentucky Vanilla Barrel Cream Ale,Alltech’s Lexington Brewing and Distilling Co.,Cream Ale,None,5.5,10,22,12,67,25,4,40,3,1,1,7,51,48,4.0,4.0,3.5,4.0,4.0,1
Sleeman Breweries Ltd. Sleeman Cream Ale (64*),Sleeman Cream Ale (64*),Sleeman Breweries Ltd.,Cream Ale,None,5.0,10,22,22,51,7,20,27,15,0,10,25,2,48,2.658088,3.011029,2.893382,2.823529,2.974265,136
Grey Sail Brewing of Rhode Island Flagship Ale,Flagship Ale,Grey Sail Brewing of Rhode Island,Cream Ale,None,4.9,10,22,21,66,7,45,57,23,3,23,67,3,96,3.5,4.5,3.0,4.0,3.5,1
Thomas Creek Brewery Stillwater Vanilla Cream Ale,Stillwater Vanilla Cream Ale,Thomas Creek Brewery,Cream Ale,None,4.5,10,22,12,57,10,17,24,16,4,15,33,68,53,3.291667,3.541667,3.34375,3.25,3.427083,48
Bold City Brewery Killer Whale Cream Ale,Killer Whale Cream Ale,Bold City Brewery,Cream Ale,None,5.5,10,22,9,56,3,24,16,13,0,11,30,1,46,3.041667,3.375,3.208333,3.166667,3.083333,12
Swamp Head Brewery & Tasting Room Wild Night Honey Cream Ale,Wild Night Honey Cream Ale,Swamp Head Brewery & Tasting Room,Cream Ale,None,5.9,10,22,23,42,9,21,57,19,3,17,33,9,76,3.3125,3.65625,3.625,3.53125,3.65625,16
Mike Hess Brewing Grazias,Grazias,Mike Hess Brewing,Cream Ale,None,5.5,10,22,10,96,14,37,53,15,0,17,41,12,118,3.666667,3.583333,3.666667,3.666667,3.666667,6
Blitz-Weinhard Brewing Co. Henry Weinhard's Blue Boar Ale,Henry Weinhard's Blue Boar Ale,Blitz-Weinhard Brewing Co.,Cream Ale,None,4.6,10,22,27,56,6,43,38,14,1,27,55,3,44,2.548387,2.814516,2.766129,2.83871,3.072581,62
Furthermore Beer Fallen Apple,Fallen Apple,Furthermore Beer,Cream Ale,None,6.2,10,22,23,49,4,6,103,146,1,122,7,5,31,3.241379,3.37931,3.25,3.155172,3.25,58
Cameron's Brewing Co. Cream Ale,Cosmic Cream Ale,Cameron's Brewing Co.,Cream Ale,None,5.0,10,22,11,63,10,28,58,29,2,27,37,14,74,3.013158,3.171053,3.223684,3.144737,3.276316,38
Crow Peak Brewing Canyon Cream Ale,Canyon Cream Ale,Crow Peak Brewing,Cream Ale,None,5.0,10,22,15,65,4,17,56,16,2,13,23,1,71,3.166667,3.666667,3.666667,3.333333,3.666667,3
Empire Brewing Company Cream Ale,Cream Ale,Empire Brewing Company,Cream Ale,None,5.8,10,22,17,86,4,30,27,12,3,12,32,2,58,3.4,3.95,3.65,3.6,3.8,10
Granville Island Brewery Kitsilano Maple Cream Ale,Kitsilano Maple Cream Ale,Granville Island Brewery,Cream Ale,None,5.0,10,22,9,61,3,24,141,10,0,7,26,5,137,3.472973,3.472973,3.27027,3.472973,3.445946,37
Bières de Chimay S.A. Chimay Première (Red),Première (Red),Bières de Chimay S.A.,Dubbel,None,7.0,15,30,9,38,17,15,120,32,0,71,20,39,81,4.015825,4.075421,4.030303,4.112458,4.083165,1485
Unibroue Maudite,Maudite,Unibroue,Dubbel,None,8.0,15,30,12,29,16,10,56,23,0,46,12,27,59,4.089306,4.105202,4.089884,4.236705,4.137572,1730
Brewery Ommegang Ommegang (Abbey Ale),Abbey Ale,Brewery Ommegang,Dubbel,None,8.2,15,30,12,38,25,13,90,26,0,73,15,28,73,4.094761,4.253558,4.0511,4.160737,4.044631,1546
Brouwerij Westmalle Westmalle Trappist Dubbel,Westmalle Trappist Dubbel,Brouwerij Westmalle,Dubbel,None,7.0,15,30,24,47,39,23,113,49,0,89,33,31,92,4.076998,4.181774,4.058967,4.146199,4.14425,1026
Brasserie de Rochefort Trappistes Rochefort 6,Trappistes Rochefort 6,Brasserie de Rochefort,Dubbel,None,7.5,15,30,15,50,17,25,114,36,0,83,32,24,82,4.074705,4.067497,4.008519,4.121232,4.136959,763
Brouwerij St. Bernardus NV St. Bernardus Prior 8,Prior 8,Brouwerij St. Bernardus NV,Dubbel,None,8.0,15,30,16,33,14,27,96,30,1,75,15,17,84,4.094828,4.17069,4.132184,4.197701,4.116092,870
New Belgium Brewing Abbey Belgian Style Ale,Abbey,New Belgium Brewing,Dubbel,None,7.0,15,30,12,47,16,25,103,37,1,86,31,24,85,4.021094,4.057812,3.933594,4.01875,3.989063,640
Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren) Trappist Westvleteren 8,Trappist Westvleteren 8 (VIII)Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Dubbel,None,8.0,15,30,15,54,23,37,115,25,0,77,48,22,75,4.42645,4.415842,4.49505,4.553041,4.514144,707
Goose Island Beer Co. Pere Jacques,Père Jacques,Goose Island Beer Co.,Dubbel,None,8.7,15,30,8,44,18,22,106,20,0,67,13,15,79,3.898392,3.787281,3.875,3.971491,3.891813,684
Allagash Brewing Company Allagash Dubbel Ale,Dubbel Ale,Allagash Brewing Company,Dubbel,None,7.0,15,30,17,31,6,11,80,35,1,48,17,23,66,3.746862,3.937936,3.743375,3.767782,3.82636,717
Brouwerij St. Bernardus NV St. Bernardus Pater 6,Pater 6,Brouwerij St. Bernardus NV,Dubbel,None,6.7,15,30,20,46,23,15,84,30,1,62,7,22,64,4.033273,4.163669,4.031475,4.121403,4.168165,556
Brouwerij Corsendonk Corsendonk Pater / Abbey Brown Ale,Corsendonk Pater / Abbey Brown Ale,Brouwerij Corsendonk,Dubbel,None,7.5,15,30,23,40,15,31,107,43,0,67,22,20,102,3.943431,4.116788,3.913321,4.035584,3.985401,548
Brouwerij Alken-Maes Grimbergen Dubbel,Grimbergen Dubbel,Brouwerij Alken-Maes,Dubbel,None,6.5,15,30,9,42,11,20,100,31,0,52,16,10,66,3.678251,3.964126,3.659193,3.762332,3.751121,446
Bierbrouwerij De Koningshoeven B.V. La Trappe Dubbel (Koningshoeven / Dominus),La Trappe Dubbel (Koningshoeven / Dominus),Bierbrouwerij De Koningshoeven B.V.,Dubbel,None,7.0,15,30,6,52,18,17,120,30,0,70,21,27,83,3.897222,3.934722,3.834722,3.951389,3.898611,360
Brouwerij der St. Benedictusabdij de Achelse Trappist Achel 8° Bruin,Trappist Achel 8° Bruin,Brouwerij der St. Benedictusabdij de Achelse,Dubbel,None,8.0,15,30,17,36,29,20,97,44,0,70,19,24,53,4.030641,4.240947,4.022284,4.112813,4.10585,359
The Lost Abbey Lost & Found Abbey Ale,Lost & Found,The Lost Abbey,Dubbel,None,8.0,15,30,11,42,30,23,120,21,0,82,18,33,85,3.984155,3.885563,3.860915,3.982394,3.917254,284
Flying Fish Brewing Company Bourbon Barrel Abbey Dubbel,Abbey Dubbel,Flying Fish Brewing Company,Dubbel,None,7.2,15,30,5,41,13,20,95,14,0,49,13,18,65,4.5,4.0,4.0,4.5,4.5,1
Brouwerij Van Steenberge N.V. Bornem Dubbel,Bornem Double,Brouwerij Van Steenberge N.V.,Dubbel,None,8.0,15,30,10,44,15,19,100,25,0,56,15,22,72,3.679319,3.996073,3.587696,3.643979,3.658377,382
Brouwerij De Smedt / Brouwerij Affligem Affligem Dubbel,Affligem Dubbel,Brouwerij De Smedt / Brouwerij Affligem,Dubbel,None,6.8,15,30,9,30,12,17,60,29,0,38,14,17,39,3.796226,3.981132,3.745283,3.745283,3.750943,265
Abita Brewing Co. Abbey Ale,Abbey Ale,Abita Brewing Co.,Dubbel,None,8.0,15,30,4,39,12,12,82,43,0,54,16,39,78,3.637566,3.891534,3.634921,3.611111,3.619048,189
The Brewer's Art Brewer's Art Resurrection,Resurrection,The Brewer's Art,Dubbel,None,7.0,15,30,14,35,26,25,81,27,2,35,38,27,66,3.779167,4.004167,3.916667,3.975,3.970833,120
Anderson Valley Brewing Company Brother David's Belgian-style Double Ale,Brother David's Belgian-style Double Ale,Anderson Valley Brewing Company,Dubbel,None,9.0,15,30,11,58,43,33,145,50,1,90,42,40,104,3.658103,3.63834,3.555336,3.579051,3.537549,253
Brasserie de l'Abbaye du Val-Dieu Val-Dieu Brune,Brune,Brasserie de l'Abbaye du Val-Dieu,Dubbel,None,8.0,15,30,9,48,28,26,109,38,0,47,20,16,80,3.905063,4.167722,3.971519,4.03481,4.03481,158
Brasserie St. Feuillien St. Feuillien Brune,St. Feuillien Brune,Brasserie St. Feuillien,Dubbel,None,8.5,15,30,10,57,32,22,124,41,2,73,21,18,85,3.834951,3.883495,3.757282,3.786408,3.830097,103
Uncommon Brewers Siamese Twin Ale,Siamese Twin Ale,Uncommon Brewers,Dubbel,None,8.5,15,30,8,40,31,6,108,79,0,104,29,34,67,3.71875,3.79375,3.65625,3.675,3.59375,80
Russian River Brewing Company Benediction,Benediction,Russian River Brewing Company,Dubbel,None,6.75,15,30,11,47,10,27,79,23,0,36,32,27,58,3.96,3.88,4.12,4.18,4.28,25
Brouwerij Van Steenberge N.V. Augustijn Brune,Augustijn Donker Brune,Brouwerij Van Steenberge N.V.,Dubbel,None,8.0,15,30,9,66,27,24,149,45,0,87,31,42,109,3.631579,3.736842,3.552632,3.789474,3.710526,19
Brouwerij Sterkens N.V. St. Sebastiaan Dark,St. Sebastiaan Dark,Brouwerij Sterkens N.V.,Dubbel,None,6.9,15,30,13,53,24,16,108,38,1,82,28,16,82,3.85,3.945455,3.759091,3.895455,3.85,110
Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan Brugse Zot Dubbel,Brugse Zot Dubbel,Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan,Dubbel,None,7.5,15,30,14,39,15,28,108,42,0,58,33,21,79,3.703704,4.0,3.87037,3.759259,3.851852,27
Sierra Nevada Brewing Co. Ovila Abbey Dubbel,Ovila Abbey Barrel Aged Dubbel,Sierra Nevada Brewing Co.,Dubbel,None,8.5,15,30,22,42,60,17,99,36,0,56,15,26,91,3.689415,3.910864,3.828691,3.832869,3.816156,359
Brewery Vivant Solitude,Solitude,Brewery Vivant,Dubbel,None,6.0,15,30,14,46,26,18,129,72,0,96,24,21,74,3.758065,3.854839,3.5,3.596774,3.612903,31
Crown Valley Brewing & Distilling Co. Big Bison Ale,Big Bison Ale,Crown Valley Brewing & Distilling Co.,Dubbel,None,6.9,15,30,13,48,25,18,97,29,0,53,20,9,76,3.7,3.75,3.616667,3.716667,3.833333,30
Captain Lawrence Brewing Co. St. Vincent's Dubbel,St. Vincent's Dubbel,Captain Lawrence Brewing Co.,Dubbel,None,8.0,15,30,20,65,32,13,95,66,0,67,25,30,97,3.8,4.027273,3.809091,3.827273,3.827273,110
Straight To Ale Brother Joseph's Belgian Dubbel,Brother Joseph's Belgian Dubbel,Straight To Ale,Dubbel,None,8.0,15,30,10,29,14,17,96,25,0,63,24,21,66,3.75,4.25,3.5,3.5,3.5,2
Devils Backbone Brewing Company Dark Abbey,Dark Abby,Devils Backbone Brewing Company,Dubbel,None,7.5,15,30,12,32,31,16,103,35,0,76,19,28,58,4.0,3.75,4.0,4.0,3.75,2
Brasserie De Brunehaut St Martin Brune,St Martin Brune,Brasserie De Brunehaut,Dubbel,None,8.0,15,30,11,50,26,20,105,41,0,64,25,24,81,3.632353,3.742647,3.588235,3.610294,3.595588,68
Microbrasserie Charlevoix Dominus Vobiscum Double,Dominus Vobiscum Double,Microbrasserie Charlevoix,Dubbel,None,8.0,15,30,22,49,39,27,119,34,0,62,30,37,73,3.947368,4.026316,3.859649,3.921053,3.842105,57
Blue Mountain Brewery Evil 8° Belgian-Style Dubbel Ale,Evil 8° Belgian-Style Dubbel Ale,Blue Mountain Brewery,Dubbel,None,7.7,15,30,5,54,24,23,136,37,1,70,20,49,68,3.782609,4.0,3.836957,3.728261,3.76087,46
Brouwerij Sterkens N.V. Sterkens Dubbel Ale,Sterkens Dubbel Ale,Brouwerij Sterkens N.V.,Dubbel,None,6.9,15,30,8,55,31,16,133,36,0,81,32,22,80,3.666667,3.608527,3.589147,3.670543,3.689922,129
Brouwerij 't IJ Natte,Natte,Brouwerij 't IJ,Dubbel,None,6.5,15,30,16,40,16,29,70,45,0,52,39,29,71,3.453125,3.65625,3.421875,3.359375,3.34375,32
Green's Gluten Free Beers Green's Endeavour,Green's Endeavour Dubbel Dark Ale,Green's Gluten Free Beers,Dubbel,None,7.0,15,30,13,42,13,13,120,55,0,76,27,16,64,2.935185,3.583333,2.481481,2.509259,2.509259,54
Jolly Pumpkin Artisan Ales Oro De Calabaza,Oro De Calabaza,Jolly Pumpkin Artisan Ales,Farmhouse Ale,Bière de Garde,8.0,20,30,25,31,12,9,55,143,0,101,20,35,15,4.110124,4.190053,3.996448,4.142984,4.066607,563
Two Brothers Brewing Company Domaine DuPage French Style Country Ale,Domaine DuPage French Style Country Ale,Two Brothers Brewing Company,Farmhouse Ale,Bière de Garde,6.2,20,30,13,34,7,29,53,17,0,18,47,12,69,3.672986,3.732227,3.781991,3.792654,3.844787,422
BFM Brasserie Des Franches-Montagnes Abbaye De Saint Bon-Chien,Abbaye De Saint Bon-ChienBFM (Brasserie des Franches-Montagnes),BFM Brasserie Des Franches-Montagnes,Farmhouse Ale,Bière de Garde,11.0,20,30,30,27,27,6,60,113,0,74,5,6,19,4.341954,3.91092,4.106322,4.344828,4.183908,174
The Lost Abbey Gift Of The Magi,Gift Of The Magi,The Lost Abbey,Farmhouse Ale,Bière de Garde,12.0,20,30,21,32,57,39,77,63,3,60,61,25,50,3.896078,3.888235,3.8,3.809804,3.721569,255
The Lost Abbey Avant Garde,Avant Garde,The Lost Abbey,Farmhouse Ale,Bière de Garde,7.0,20,30,25,37,22,28,68,73,3,66,49,27,69,3.832759,3.9,3.868966,3.817241,3.867241,290
"Jolly Pumpkin Artisan Ales Fuego Del Otono, Autumn Fire","Fuego Del Otono, Autumn Fire",Jolly Pumpkin Artisan Ales,Farmhouse Ale,Bière de Garde,6.1,20,30,19,30,4,7,45,131,0,68,11,25,27,4.115385,4.205128,3.958333,4.102564,4.076923,156
Jolly Pumpkin Artisan Ales Bière De Mars,Bière De Mars,Jolly Pumpkin Artisan Ales,Farmhouse Ale,Bière de Garde,7.0,20,30,39,28,12,9,75,172,0,90,15,8,31,4.164671,4.131737,4.035928,4.140719,4.116766,167
Russian River Brewing Company Perdition,Perdition,Russian River Brewing Company,Farmhouse Ale,Bière de Garde,6.1,20,30,23,33,16,20,56,62,0,54,43,20,58,3.903509,4.055556,4.040936,4.064327,4.122807,171
Brewery Ommegang Bière De Mars,Bière De Mars,Brewery Ommegang,Farmhouse Ale,Bière de Garde,6.5,20,30,45,37,16,27,77,156,2,102,64,33,49,3.931034,3.969349,3.800766,3.823755,3.940613,261
Southampton Publick House Southampton Biere De Mars,Southampton Biere De Mars,Southampton Publick House,Farmhouse Ale,Bière de Garde,6.5,20,30,23,36,14,17,103,69,3,71,36,36,105,3.811728,3.950617,3.947531,3.935185,4.003086,162
Brasserie Duyck Jenlain Ambrée,Jenlain Ambrée,Brasserie Duyck,Farmhouse Ale,Bière de Garde,7.5,20,30,16,47,18,29,121,37,0,47,34,15,100,3.6625,3.81,3.735,3.75,3.77,200
Les Brasseurs de Gayant Goudale,La Goudale,Les Brasseurs de Gayant,Farmhouse Ale,Bière de Garde,7.2,20,30,10,34,31,35,62,29,0,26,50,14,71,3.504348,3.817391,3.626087,3.647826,3.713043,115
Brasserie Castelain Castelain Blond Biere De Garde,Castelain Blond Biere De Garde,Brasserie Castelain,Farmhouse Ale,Bière de Garde,6.4,20,30,36,41,26,19,101,62,2,63,40,15,88,3.745536,3.959821,3.857143,3.839286,4.026786,112
Southern Star Brewing Company Le Mort Vivant,Le Mort Vivant,Southern Star Brewing Company,Farmhouse Ale,Bière de Garde,6.55,20,30,8,48,21,33,80,58,0,62,43,12,65,3.75,3.916667,4.25,3.75,4.0,6
Brewery Vivant Contemplation Ale,Contemplation Ale,Brewery Vivant,Farmhouse Ale,Bière de Garde,6.5,20,30,25,31,15,27,121,56,0,58,73,34,100,4.0,3.75,4.0,4.0,4.0,2
Brasserie La Choulette Les Bière Des Sans Culottes,Les Bière Des Sans Culottes,Brasserie La Choulette,Farmhouse Ale,Bière de Garde,7.0,20,30,39,52,24,29,80,61,2,62,68,18,83,3.967742,4.026882,4.005376,4.037634,4.139785,93
Brasserie Duyck Jenlain Blonde,Jenlain Blonde,Brasserie Duyck,Farmhouse Ale,Bière de Garde,6.8,20,30,20,45,21,43,104,72,0,88,56,13,68,3.22619,3.595238,3.363095,3.184524,3.220238,84
Les Brasseurs de Gayant Saint Landelin La Divine,Saint Landelin La Divine,Les Brasseurs de Gayant,Farmhouse Ale,Bière de Garde,8.5,20,30,13,39,19,14,83,41,0,44,32,17,71,3.712644,3.948276,3.672414,3.752874,3.798851,87
Leelanau Brewing Company Good Harbor Golden Ale,Good Harbor Golden Ale,Leelanau Brewing Company,Farmhouse Ale,Bière de Garde,7.5,20,30,30,39,13,15,80,204,1,133,23,25,19,4.109091,4.009091,4.045455,4.109091,4.163636,55
Southampton Publick House Biere De Garde,Southampton Biere De Garde,Southampton Publick House,Farmhouse Ale,Bière de Garde,7.2,20,30,31,45,26,20,125,103,0,94,51,25,97,3.876289,4.170103,3.783505,3.902062,3.912371,97
"Lakefront Brewery, Inc. Rendezvous",Rendezvous,"Lakefront Brewery, Inc.",Farmhouse Ale,Bière de Garde,7.2,20,30,18,59,30,35,93,59,0,66,53,24,74,3.611111,3.819444,3.722222,3.75,3.722222,36
Brasserie Castelain St. Amand,St. Amand,Brasserie Castelain,Farmhouse Ale,Bière de Garde,5.9,20,30,24,54,18,36,96,61,1,54,53,10,80,3.726667,3.966667,3.66,3.793333,3.913333,75
Brasserie La Choulette La Choulette Ambrée,La Choulette Ambrée,Brasserie La Choulette,Farmhouse Ale,Bière de Garde,8.0,20,30,20,40,37,27,120,58,2,65,34,24,100,3.976923,3.961538,3.930769,4.038462,3.953846,65
Oxbow Brewing Company Oxtoberfest,Oxtoberfest,Oxbow Brewing Company,Farmhouse Ale,Bière de Garde,5.5,20,30,7,19,5,7,16,15,0,10,14,31,38,3.833333,4.166667,4.0,3.666667,3.833333,3
Brasserie Castelain Ch'ti Blonde,Ch'ti Blonde,Brasserie Castelain,Farmhouse Ale,Bière de Garde,6.4,20,30,22,38,21,36,70,57,3,54,51,9,60,3.409091,3.666667,3.651515,3.515152,3.757576,33
Brasserie La Choulette La Choulette De Noël,La Choulette De Noël,Brasserie La Choulette,Farmhouse Ale,Bière de Garde,7.0,20,30,16,51,15,13,121,41,0,59,23,39,83,3.770492,3.877049,3.737705,3.877049,3.827869,61
Brasserie Duyck Jenlain Bière De Noël,Jenlain Bière De Noël,Brasserie Duyck,Farmhouse Ale,Bière de Garde,6.8,20,30,14,36,12,22,86,42,0,54,34,31,64,3.628788,3.787879,3.484848,3.537879,3.575758,66
Southampton Publick House French Country Christmas Ale (Biere De Garde),French Country Christmas Ale (Biere De Garde),Southampton Publick House,Farmhouse Ale,Bière de Garde,6.6,20,30,25,43,22,19,92,59,0,67,35,40,82,4.036765,4.147059,4.132353,4.088235,4.110294,68
